5703;0;0;0;1;
8610;0;0;0;1;
9032;0;0;0;1;
13828;1;0;0;0;
15516;0;1;0;0;
16719;0;0;1;0;
17610;0;0;0;1;
19157;1;0;0;0;
20797;0;1;0;0;
21688;0;0;1;0;
22516;0;0;0;1;
24094;0;0;0;1;
25750;0;0;0;1;
27500;1;0;0;0;
28235;1;0;0;0;
29750;0;1;0;0;
30875;0;0;1;0;
31703;0;0;0;1;
32578;1;0;0;0;
33453;0;1;0;0;
34453;0;0;1;0;
35719;0;0;0;1;
36719;0;0;1;0;
37422;0;1;0;0;
38266;1;0;0;0;
39047;0;1;0;0;
39922;0;0;1;0;
40782;0;0;0;1;
41766;0;0;0;1;
43391;0;0;0;1;
44235;0;0;1;0;
45219;0;1;0;0;
46032;0;1;0;0;
47407;0;1;0;0;
48563;0;1;0;0;
49422;1;0;0;0;
50610;1;0;0;0;
51469;0;0;0;1;
52672;0;0;1;0;
53563;0;1;0;0;
54422;0;1;0;0;
56016;0;0;0;1;
57594;0;0;1;0;
58547;1;0;0;0;
59453;0;1;0;0;
60719;0;0;1;0;
61782;0;0;0;1;
62735;0;0;0;1;
63657;0;0;1;0;
64969;0;1;0;0;
66500;1;0;0;0;
67657;0;1;0;0;
69078;0;0;1;0;
70750;0;0;0;1;
72438;0;0;0;1;
74188;0;0;1;0;
75422;0;1;0;0;
76407;1;0;0;0;
77485;0;1;0;0;
78391;0;0;1;0;
79844;0;0;0;1;
80907;0;0;1;0;
82313;0;1;0;0;
83516;1;0;0;0;
84703;0;0;0;1;
86032;0;0;1;0;
87125;0;1;0;0;
88610;0;1;0;0;
90016;0;0;1;0;
91219;0;1;0;0;
92516;0;0;1;0;
94078;0;1;0;0;
95235;1;0;0;0;
96500;0;0;0;1;
97641;1;0;0;0;
98938;0;0;0;1;
100157;0;0;1;0;
101407;0;1;0;0;
102422;1;0;0;0;
103453;1;0;0;0;
104610;1;0;0;0;
105422;0;0;0;1;
