3015;0;0;1;0;
3328;1;0;0;0;
3562;0;1;0;0;
3797;0;0;0;1;
4265;0;1;0;0;
4453;1;0;0;0;
4672;0;0;0;1;
5140;0;0;1;0;
5343;1;0;0;0;
5562;0;1;0;0;
5765;0;0;0;1;
6109;0;0;1;0;
6406;0;0;1;0;
6593;1;0;0;0;
6797;0;1;0;0;
7000;0;0;0;1;
7218;0;0;0;1;
7406;0;0;1;0;
7640;0;1;0;0;
7890;1;0;0;0;
8078;0;0;0;1;
8328;0;0;0;1;
8515;0;0;1;0;
8765;0;1;0;0;
9000;1;0;0;0;
9406;0;0;0;1;
9906;0;0;1;0;
10156;0;1;0;0;
10422;0;1;0;0;
10672;1;0;0;0;
10843;0;0;0;1;
11093;0;0;1;0;
11515;0;1;0;0;
11734;1;0;0;0;
11984;0;0;0;1;
12422;0;0;1;0;
12718;1;0;0;0;
12922;0;1;0;0;
13406;0;0;0;1;
13609;0;0;0;1;
13812;0;0;0;1;
14062;0;0;1;0;
14312;0;1;0;0;
14531;0;1;0;0;
14765;0;1;0;0;
14984;0;1;0;0;
15297;1;0;0;0;
15547;0;0;0;1;
15765;0;0;0;1;
15968;0;0;0;1;
16218;0;0;1;0;
16640;0;1;0;0;
17203;1;0;0;0;
17422;0;1;0;0;
17672;0;0;0;1;
17890;0;0;1;0;
18172;0;1;0;0;
18406;1;0;0;0;
18797;0;0;0;1;
18984;0;0;1;0;
19218;0;1;0;0;
19625;1;0;0;0;
19875;0;0;1;0;
20109;0;0;0;1;
20515;0;1;0;0;
20718;1;0;0;0;
20937;0;0;1;0;
21187;0;0;0;1;
21390;0;1;0;0;
21656;1;0;0;0;
21890;0;0;1;0;
22281;0;0;0;1;
22453;0;1;0;0;
22812;0;0;0;1;
23265;0;0;1;0;
23578;0;1;0;0;
24047;0;1;0;0;
24250;0;0;0;1;
24531;0;0;0;1;
24640;0;0;1;0;
25000;0;1;0;0;
25297;1;0;0;0;
25906;0;0;0;1;
26172;0;0;0;1;
26547;0;1;0;0;
26906;0;1;0;0;
27312;0;0;1;0;
27531;0;0;0;1;
27750;1;0;0;0;
27984;0;1;0;0;
28203;0;0;0;1;
28422;0;0;1;0;
28703;0;1;0;0;
29109;1;0;0;0;
29375;0;0;0;1;
29531;0;0;1;0;
29906;0;1;0;0;
30359;1;0;0;0;
30765;0;0;1;0;
31015;0;0;1;0;
31250;0;0;1;0;
31515;0;0;1;0;
31718;1;0;0;0;
31937;0;1;0;0;
32375;0;0;0;1;
32593;0;0;0;1;
32781;0;0;0;1;
33109;0;0;1;0;
33359;0;1;0;0;
33531;0;1;0;0;
33890;1;0;0;0;
34125;0;0;0;1;
34375;0;0;1;0;
34609;0;1;0;0;
34843;1;0;0;0;
35078;0;0;0;1;
35312;0;0;1;0;
35578;0;1;0;0;
35828;1;0;0;0;
36078;1;0;0;0;
36297;1;0;0;0;
36750;0;0;1;0;
37218;0;1;0;0;
37468;0;1;0;0;
37703;0;1;0;0;
37922;0;1;0;0;
38109;0;1;0;0;
38359;0;1;0;0;
38734;0;0;0;1;
38937;0;0;0;1;
39218;0;0;0;1;
39609;0;0;1;0;
39812;0;0;1;0;
40047;0;0;1;0;
40406;1;0;0;0;
40609;1;0;0;0;
40843;1;0;0;0;
41062;1;0;0;0;
41328;1;0;0;0;
41625;0;0;0;1;
41953;0;1;0;0;
42156;0;1;0;0;
42390;0;1;0;0;
42672;0;0;1;0;
42906;1;0;0;0;
43203;0;0;0;1;
43500;0;0;0;1;
43797;0;0;0;1;
44062;0;0;1;0;
44343;0;1;0;0;
44687;1;0;0;0;
45015;0;0;0;1;
45312;0;0;1;0;
45640;0;1;0;0;
45922;1;0;0;0;
46218;0;0;0;1;
46578;0;0;1;0;
46812;0;1;0;0;
47062;1;0;0;0;
47281;1;0;0;0;
47531;1;0;0;0;
47734;0;0;0;1;
47937;0;0;1;0;
48187;0;1;0;0;
48468;1;0;0;0;
48718;0;1;0;0;
48937;0;1;0;0;
49234;0;0;1;0;
49515;0;0;0;1;
49968;0;0;0;1;
50312;0;1;0;0;
50531;0;1;0;0;
51000;0;0;1;0;
51187;0;0;1;0;
51406;0;0;1;0;
51625;0;1;0;0;
51922;1;0;0;0;
52109;0;0;0;1;
52328;0;0;1;0;
52656;0;1;0;0;
52906;1;0;0;0;
53140;0;0;1;0;
53343;0;0;0;1;
53562;0;1;0;0;
53812;1;0;0;0;
54078;0;0;1;0;
54265;0;0;0;1;
54453;0;1;0;0;
54672;1;0;0;0;
54875;0;0;0;1;
55359;0;0;0;1;
55734;0;0;0;1;
55984;0;0;1;0;
56265;0;1;0;0;
56468;0;0;0;1;
56765;0;0;0;1;
57093;0;0;1;0;
57328;0;1;0;0;
57562;0;1;0;0;
58015;0;0;1;0;
58265;0;0;1;0;
58500;1;0;0;0;
58734;1;0;0;0;
58922;0;1;0;0;
59140;0;1;0;0;
59312;0;0;0;1;
59750;0;0;0;1;
60078;0;0;1;0;
60312;1;0;0;0;
60578;0;1;0;0;
60797;0;0;0;1;
61172;0;0;1;0;
61500;0;1;0;0;
61703;0;1;0;0;
61890;1;0;0;0;
62109;0;0;0;1;
62422;0;0;1;0;
